"Virus","HostOrder","vFamily","vSegmentedTF","vCytoReplicTF","vGenomeAveLength","vEnvelope","vSSoDS","IsZoonotic"
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_calicivirus","carnivora","Caliciviridae",0,1,7683,0,1,0
"feline_foamy_virus","carnivora","Retroviridae",0,0,11700,1,1,0
"feline_foamy_virus","carnivora","Retroviridae",0,0,11700,1,1,0
"feline_foamy_virus","carnivora","Retroviridae",0,0,11700,1,1,0
"feline_foamy_virus","carnivora","Retroviridae",0,0,11700,1,1,0
"feline_foamy_virus","carnivora","Retroviridae",0,0,11700,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
"feline_immunodeficiency_virus","carnivora","Retroviridae",0,0,9474,1,1,0
